type,gene,db_xref,start,end,length,strand,product
CDS,none,GI:31794358,3506504,3506938,436,-1,HYPOTHETICAL ALANINE RICH PROTEIN
CDS,none,GI:31794359,3506941,3507393,454,-1,hypothetical protein
CDS,none,GI:31794360,3507624,3507968,346,1,hypothetical protein
CDS,none,GI:31794361,3507965,3508294,331,1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31794362,3508832,3509179,349,1,hypothetical protein
CDS,none,GI:31794363,3509176,3509796,622,1,hypothetical protein
CDS,none,GI:31794364,3509956,3511221,1267,-1,hypothetical protein
CDS,none,GI:31794365,3511845,3512879,1036,-1,PROBABLE TRANSPOSASE
tRNA,metU,GeneID:1093550,3513905,3513978,75,-1,tRNA-Met
CDS,none,GI:31794366,3514098,3514559,463,1,CONSERVED HYPOTHETICAL ALANINE AND PROLINE-RICH PROTEIN
CDS,none,GI:31794367,3514729,3517707,2980,-1,hypothetical protein
CDS,none,GI:31794368,3517799,3518821,1024,-1,POSSIBLE CONSERVED SECRETED PROTEIN
CDS,none,GI:31794369,3518899,3520317,1420,1,hypothetical protein
CDS,none,GI:31794370,3520323,3521222,901,1,hypothetical protein
CDS,none,GI:31794371,3521231,3521431,202,-1,hypothetical protein
CDS,none,GI:31794372,3521569,3522912,1345,1,PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER
CDS,whiB7,GI:31794373,3522946,3523224,280,-1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB7
CDS,uvrD2,GI:31794374,3523654,3525756,2104,-1,PROBABLE DNA HELICASE II HOMOLOG UVRD2
CDS,none,GI:31794375,3525880,3526134,256,1,POSSIBLE GLUTAREDOXIN PROTEIN
CDS,nudC,GI:31794376,3526147,3527088,943,-1,NADH pyrophosphatase
CDS,none,GI:31794377,3527147,3528214,1069,-1,POSSIBLE TRANSMEMBRANE CATION TRANSPORTER
CDS,none,GI:31794378,3528276,3531581,3307,-1,PROBABLE ATP-DEPENDENT DNA HELICASE
CDS,none,GI:31794379,3531578,3534745,3169,-1,POSSIBLE ATP-DEPENDENT DNA HELICASE
CDS,lipV,GI:31794380,3535182,3535856,676,1,POSSIBLE LIPASE LIPV
CDS,none,GI:31794381,3535859,3536164,307,1,POSSIBLE DNA-METHYLTRANSFERASE (MODIFICATION METHYLASE)
CDS,none,GI:31794382,3536171,3537049,880,-1,hypothetical protein
CDS,moeB1,GI:31794383,3537076,3538251,1177,-1,molybdopterin biosynthesis protein MoeB
CDS,none,GI:31794384,3538342,3539199,859,-1,hypothetical protein
CDS,none,GI:31794385,3539545,3540231,688,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)
CDS,TB9.4,GI:31794386,3540218,3540490,274,-1,hypothetical protein
CDS,none,GI:31794387,3540815,3541375,562,1,CONSERVED HYPOTHETICAL THREONIN AND PROLINE RICH PROTEIN
CDS,none,GI:31794388,3541385,3542080,697,-1,hypothetical protein
CDS,rhlE,GI:31794389,3542339,3543922,1585,1,PROBABLE ATP-DEPENDENT RNA HELICASE RHLE
CDS,none,GI:31794390,3543935,3545158,1225,1,CONSERVED HYPOTHETICAL ALANINE VALINE RICH PROTEIN
CDS,none,GI:31794391,3545235,3546035,802,-1,POSSIBLE SOJ/PARA-RELATED PROTEIN
CDS,gpm2,GI:31794392,3546189,3546800,613,1,POSSIBLE PHOSPHOGLYCERATE MUTASE GPM2 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM)
CDS,entC,GI:31794393,3546797,3547915,1120,1,isochorismate synthase
CDS,none,GI:31794394,3548063,3548395,334,1,POSSIBLE ACETYLTRANSFERASE
CDS,none,GI:31794395,3548347,3548778,433,-1,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,none,GI:31794396,3549067,3550032,967,1,hypothetical protein
CDS,whiB1,GI:31794397,3550312,3550566,256,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB1
CDS,none,GI:31794398,3550628,3552133,1507,-1,PROBABLE TWO COMPONENT SENSOR KINASE
CDS,TB7.3,GI:31794399,3552150,3552365,217,-1,hypothetical protein
CDS,none,GI:31794400,3552650,3552955,307,-1,POSSIBLE ANTI-SIGMA FACTOR
CDS,none,GI:31794401,3552952,3553503,553,-1,hypothetical protein
CDS,sigH,GI:31794402,3553500,3554150,652,-1,RNA polymerase sigma-70 factor
CDS,none,GI:31794403,3554450,3555298,850,1,short chain dehydrogenase
CDS,none,GI:31794404,3555234,3555422,190,1,hypothetical protein
CDS,none,GI:31794405,3555400,3555618,220,1,hypothetical protein
CDS,none,GI:31794406,3555615,3557039,1426,-1,POSSIBLE TRANSFERASE
CDS,none,GI:31794407,3557163,3557921,760,-1,hypothetical protein
CDS,aroA,GI:31794408,3557976,3559328,1354,1,3-phosphoshikimate 1-carboxyvinyltransferase
CDS,none,GI:31794409,3559325,3560317,994,1,hypothetical protein
CDS,none,GI:31794410,3560350,3561633,1285,-1,POSSIBLE LINOLEOYL-COA DESATURASE (DELTA(6)-DESATURASE)
CDS,none,GI:31794411,3561711,3562853,1144,-1,HYPOTHETICAL OXIDOREDUCTASE
CDS,none,GI:31794412,3562963,3563472,511,-1,hypothetical protein
CDS,pvdS,GI:31794413,3563469,3564356,889,-1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN PVDS (PROBABLE RNA POLYMERASE SIGMA FACTOR)
CDS,none,GI:31794414,3564380,3565789,1411,-1,hypothetical protein
CDS,none,GI:31794415,3565900,3566541,643,1,HYPOTHETICAL ALANINE ARGININE PROLINE RICH PROTEIN
CDS,none,GI:31794416,3566559,3567716,1159,-1,PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN
CDS,none,GI:31794417,3567721,3568203,484,-1,hypothetical protein
CDS,none,GI:31794418,3568264,3568998,736,-1,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,none,GI:31794419,3569057,3572203,3148,-1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN
CDS,secA1,GI:31794420,3572282,3575131,2851,-1,translocase
CDS,none,GI:31794421,3575210,3575854,646,-1,hypothetical protein
CDS,none,GI:31794422,3576170,3576811,643,-1,hypothetical protein
CDS,none,GI:31794423,3576849,3577691,844,-1,hypothetical protein
CDS,lpqB,GI:31794424,3577759,3579510,1753,-1,PROBABLE CONSERVED LIPOPROTEIN LPQB
CDS,mtrB,GI:31794425,3579510,3581213,1705,-1,TWO COMPONENT SENSORY TRANSDUCTION HISTIDINE KINASE MTRB
CDS,mtrA,GI:31794426,3581263,3581949,688,-1,TWO COMPONENT SENSORY TRANSDUCTION TRANSCRIPTIONAL REGULATORY PROTEIN MTRA
CDS,tmk,GI:31794427,3582019,3582663,646,-1,thymidylate kinase
CDS,sahH,GI:31794428,3582760,3584247,1489,-1,S-adenosyl-L-homocysteine hydrolase
CDS,none,GI:31794429,3584352,3584987,637,-1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)
CDS,rubB,GI:31794430,3584984,3585166,184,-1,PROBABLE RUBREDOXIN RUBB
CDS,rubA,GI:31794431,3585171,3585338,169,-1,PROBABLE RUBREDOXIN RUBA
CDS,alkB,GI:31794432,3585338,3586588,1252,-1,PROBABLE TRANSMEMBRANE ALKANE 1-MONOOXYGENASE ALKB (ALKANE 1-HYDROXYLASE) (LAURIC ACID OMEGA-HYDROXYLASE) (OMEGA-HYDROXYLASE) (FATTY ACID OMEGA-HYDROXYLASE) (ALKANE HYDROXYLASE-RUBREDOXIN)
CDS,none,GI:31794433,3586697,3588184,1489,-1,POSSIBLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN
CDS,none,GI:31794434,3588275,3589663,1390,1,hypothetical protein
CDS,manA,GI:31794435,3589641,3590867,1228,-1,PROBABLE MANNOSE-6-PHOSPHATE ISOMERASE MANA (PHOSPHOMANNOSE ISOMERASE) (PHOSPHOMANNOISOMERASE) (PMI) (PHOSPHOHEXOISOMERASE) (PHOSPHOHEXOMUTASE)
CDS,none,GI:31794436,3590875,3591915,1042,-1,hypothetical protein
CDS,manB,GI:31794437,3591912,3593309,1399,-1,PROBABLE PHOSPHOMANNOMUTASE MANB (PMM) (PHOSPHOMANNOSE MUTASE)
CDS,none,GI:31794438,3593411,3593902,493,-1,hypothetical protein
CDS,none,GI:31794439,3594025,3594444,421,1,hypothetical protein
CDS,whiB2,GI:31794440,3594472,3594741,271,-1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB2
CDS,fbiA,GI:31794441,3595143,3596138,997,1,PROBABLE F420 BIOSYNTHESIS PROTEIN FBIA
CDS,fbiB,GI:31794442,3596135,3597481,1348,1,PROBABLE F420 BIOSYNTHESIS PROTEIN FBIB
CDS,none,GI:31794443,3597777,3599438,1663,1,PROBABLE DNA METHYLASE (MODIFICATION METHYLASE) (METHYLTRANSFERASE)
CDS,manC,GI:31794444,3599498,3600577,1081,-1,PROBABLE MANNOSE-1-PHOSPHATE GUANYLTRANSFERASE MANC (GDP-MANNOSE PYROPHOSPHORYLASE) (GDP-MANNOSE PHOSPHORYLASE)
CDS,wbbL1,GI:31794445,3600579,3601472,895,-1,"PROBABLE dTDP-RHA:A-D-GlcNAc-DIPHOSPHORYL POLYPRENOL, A-3-L-RHAMNOSYL TRANSFERASE WBBL1 ALPHA-L-RHAMNOSE-(1->3)-ALPHA-D-GlcNAc(1->P)-P- DECAPRENYL)"
CDS,rmlD,GI:31794446,3601483,3602397,916,-1,POSSIBLE DTDP-RHAMNOSE MODIFICATION PROTEIN RMLD
CDS,none,GI:31794447,3602473,3603969,1498,1,CONSERVED HYPOTHETICAL PROTEIN (CPSA-RELATED PROTEIN)
CDS,none,GI:31794448,3604008,3604697,691,1,hypothetical protein
CDS,none,GI:31794449,3604822,3605103,283,1,hypothetical protein
CDS,ctpC,GI:31794450,3605114,3607270,2158,1,PROBABLE METAL CATION-TRANSPORTING P-TYPE ATPASE C CTPC
CDS,none,GI:31794451,3607267,3607935,670,-1,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,none,GI:31794452,3608036,3609220,1186,1,hypothetical protein
CDS,none,GI:31794453,3609225,3611519,2296,1,PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE)
CDS,fadE25,GI:31794454,3611508,3612677,1171,-1,PROBABLE ACYL-COA DEHYDROGENASE FADE25
CDS,purE,GI:31794455,3612702,3613226,526,-1,phosphoribosylaminoimidazole carboxylase catalytic subunit
CDS,purK,GI:31794456,3613223,3614512,1291,-1,phosphoribosylaminoimidazole carboxylase
CDS,none,GI:31794457,3614466,3615284,820,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31794458,3615239,3615757,520,-1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,birA,GI:31794459,3615800,3616600,802,-1,biotin--protein ligase
CDS,accD5,GI:31794460,3616650,3618296,1648,1,PROBABLE PROPIONYL-COA CARBOXYLASE BETA CHAIN 5 ACCD5 (PCCASE) (PROPANOYL-COA:CARBON DIOXIDE LIGASE)
CDS,none,GI:31794461,3618277,3618747,472,1,hypothetical protein
CDS,maf,GI:31794462,3618744,3619412,670,1,Maf-like protein
CDS,sseA,GI:31794463,3619453,3620346,895,1,PROBABLE THIOSULFATE SULFURTRANSFERASE SSEA (RHODANESE) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE)
CDS,none,GI:31794464,3620343,3620774,433,1,hypothetical protein
CDS,accA3,GI:31794465,3620882,3622684,1804,1,PROBABLE BIFUNCTIONAL PROTEIN ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE (ALPHA CHAIN) ACCA3: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP)
CDS,sigF,GI:31794466,3622694,3623479,787,-1,sigma factor SigF
CDS,rsbW,GI:31794467,3623476,3623913,439,-1,ANTI-SIGMA FACTOR RSBW (SIGMA NEGATIVE EFFECTOR)
CDS,usfY,GI:31794468,3624111,3624524,415,-1,PUTATIVE PROTEIN USFY
CDS,none,GI:31794469,3624559,3624936,379,-1,POSSIBLE TRANSMEMBRANE PROTEIN
CDS,lat,GI:31794470,3624970,3626319,1351,-1,L-lysine aminotransferase
CDS,none,GI:31794471,3626370,3626822,454,-1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY)
CDS,none,GI:31794472,3626853,3628100,1249,1,hypothetical protein
CDS,pcd,GI:31794473,3628127,3629611,1486,1,PROBABLE PIPERIDEINE-6-CARBOXILIC ACID DEHYDROGENASE PCD (PIPERIDEINE-6-CARBOXYLATE DEHYDROGENASE)
CDS,none,GI:31794474,3629711,3630520,811,-1,hypothetical protein
CDS,none,GI:31794475,3630591,3631256,667,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)
CDS,lhr,GI:31794476,3631300,3635841,4543,1,PROBABLE ATP-DEPENDENT HELICASE LHR (LARGE HELICASE-RELATED PROTEIN)
CDS,nei,GI:31794477,3635845,3636612,769,1,PROBABLE ENDONUCLEASE VIII NEI
CDS,lpqC,GI:31794478,3636635,3637549,916,-1,POSSIBLE ESTERASE LIPOPROTEIN LPQC
CDS,atsB,GI:31794479,3637576,3640488,2914,-1,PROBABLE ARYLSULFATASE ATSB (ARYL-SULFATE SULPHOHYDROLASE) (SULFATASE)
CDS,none,GI:31794480,3640508,3641425,919,-1,hypothetical protein
CDS,phoY1,GI:31794481,3641437,3642102,667,-1,PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOU HOMOLOG 1 PHOY1
CDS,glpD2,GI:31794482,3642210,3643967,1759,-1,PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD2
CDS,lpdA,GI:31794483,3644048,3645463,1417,-1,dihydrolipoamide dehydrogenase
CDS,none,GI:31794484,3645666,3646145,481,1,hypothetical protein
CDS,amiA1,GI:31794485,3646164,3647333,1171,-1,POSSIBLE N-ACYL-L-AMINO ACID AMIDOHYDROLASE AMIA1 (N-ACYL-L-AMINO ACID AMIDASE)
CDS,amiB1,GI:31794486,3647330,3648514,1186,-1,PROBABLE AMIDASE AMIB1 (AMINOHYDROLASE)
CDS,deoD,GI:31794487,3648579,3649385,808,1,purine nucleoside phosphorylase
CDS,pmmB,GI:31794488,3649389,3650993,1606,1,PROBABLE PHOSPHOMANNOMUTASE PMMB (PHOSPHOMANNOSE MUTASE)
CDS,upp,GI:31794489,3650995,3651618,625,-1,uracil phosphoribosyltransferase
CDS,none,GI:31794490,3651723,3652622,901,1,POSSIBLE ACID PHOSPHATASE (ACID PHOSPHOMONOESTERASE) (PHOSPHOMONOESTERASE) (GLYCEROPHOSPHATASE)
CDS,none,GI:31794491,3652646,3653908,1264,1,hypothetical protein
CDS,none,GI:31794492,3653929,3654855,928,-1,hypothetical protein
CDS,none,GI:31794493,3655230,3655541,313,-1,SECRETED PROTEIN ANTIGEN
CDS,add,GI:31794494,3655612,3656709,1099,-1,adenosine deaminase
CDS,deoA,GI:31794495,3656709,3657992,1285,-1,thymidine phosphorylase
CDS,cdd,GI:31794496,3657989,3658390,403,-1,cytidine deaminase
CDS,sdhC,GI:31794497,3658627,3658965,340,1,PROBABLE SUCCINATE DEHYDROGENASE (CYTOCHROME B-556 SUBUNIT) SDHC (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
CDS,sdhD,GI:31794498,3658962,3659396,436,1,PROBABLE SUCCINATE DEHYDROGENASE (HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT) SDHD (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
CDS,sdhA,GI:31794499,3659525,3661297,1774,1,succinate dehydrogenase
CDS,sdhB,GI:31794500,3661297,3662088,793,1,succinate dehydrogenase
CDS,none,GI:31794501,3662164,3662592,430,-1,hypothetical protein
CDS,none,GI:31794502,3662596,3662838,244,-1,hypothetical protein
CDS,none,GI:31794503,3662960,3663574,616,-1,POSSIBLE METHYLTRANSFERASE
CDS,moaX,GI:31794504,3663571,3664236,667,-1,PROBABLE MOAD-MOAE FUSION PROTEIN MOAX
CDS,moaC,GI:31794505,3664237,3664770,535,-1,molybdenum cofactor biosynthesis protein C
CDS,moaB3,GI:31794506,3664767,3665141,376,-1,PROBABLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB3 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD)
CDS,moaA3,GI:31794507,3665238,3666302,1066,-1,PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN A MOAA1
CDS,none,GI:31794508,3666357,3666707,352,1,HYPOTHETICAL PROTEIN [FIRST PART]
CDS,none,GI:31794509,3666685,3667071,388,1,HYPOTHETICAL PROTEIN [SECOND PART]
CDS,embR2,GI:31794510,3666947,3668092,1147,1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN EMBR2
CDS,none,GI:31794511,3668187,3668831,646,-1,hypothetical protein
CDS,none,GI:31794512,3668998,3670710,1714,1,PROBABLE TRANSPOSASE FUSION PROTEIN
CDS,sigJ,GI:31794513,3670643,3671581,940,-1,RNA polymerase sigma-70 factor
CDS,none,GI:31794514,3671641,3672957,1318,1,hypothetical protein
CDS,dacB1,GI:31794515,3673026,3674243,1219,1,PROBABLE PENICILLIN-BINDING PROTEIN DACB1 (D-ALANYL-D-ALANINE CARBOXYPEPTIDASE) (DD-PEPTIDASE) (DD-CARBOXYPEPTIDASE) (PBP) (DD-TRANSPEPTIDASE) (SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE)
CDS,sugI,GI:31794516,3674339,3675847,1510,1,PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN SUGI
CDS,nagA,GI:31794517,3675844,3676995,1153,1,PROBABLE N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE NAGA (GLCNAC 6-P DEACETYLASE)
CDS,none,GI:31794518,3677186,3678031,847,-1,HYPOTHETICAL PROLINE RICH PROTEIN
CDS,none,GI:31794519,3678506,3678946,442,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MERR-FAMILY)
CDS,none,GI:31794520,3678980,3679849,871,-1,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,trpS,GI:31794521,3679870,3680880,1012,-1,tryptophanyl-tRNA synthetase
CDS,none,GI:31794522,3680905,3681798,895,1,hypothetical protein
CDS,icd1,GI:31794523,3681865,3683094,1231,-1,isocitrate dehydrogenase
CDS,metC,GI:31794524,3683377,3684726,1351,1,O-acetylhomoserine sulfhydrylase
CDS,metA,GI:31794525,3684738,3685877,1141,1,homoserine O-acetyltransferase
CDS,none,GI:31794526,3685874,3686605,733,1,POSSIBLE METHYLTRANSFERASE (METHYLASE)
CDS,PPE54,GI:31794527,3686614,3690630,4018,-1,PPE FAMILY PROTEIN
CDS,PE_PGRS50a,GI:31794528,3694689,3696308,1621,-1,PE-PGRS FAMILY PROTEIN [FIRST PART]
CDS,none,GI:31794529,3696732,3696989,259,-1,hypothetical protein
CDS,PPE55a,GI:31794530,3700427,3706717,6292,-1,PPE FAMILY PROTEIN [FIRST PART]
CDS,none,GI:31794531,3707297,3707788,493,1,PROBABLE TRANSPOSASE
CDS,none,GI:31794532,3707825,3708565,742,-1,PROBABLE TRANSPOSASE
CDS,PPE56a,GI:31794533,3719324,3720628,1306,-1,PPE FAMILY PROTEIN [FIRST PART]
CDS,none,GI:31794534,3720872,3721666,796,-1,hypothetical protein
CDS,none,GI:31794535,3721748,3722119,373,-1,POSSIBLE OXIDOREDUCTASE
CDS,none,GI:31794536,3722262,3722522,262,-1,hypothetical protein
CDS,none,GI:31794537,3722637,3723026,391,1,hypothetical protein
CDS,none,GI:31794538,3723040,3723333,295,-1,hypothetical protein
CDS,folD,GI:31794539,3723330,3724175,847,-1,PROBABLE BIFUNCTIONAL PROTEIN FOLD: METHYLENETETRAHYDROFOLATE DEHYDROGENASE + METHENYLTETRAHYDROFOLATE CYCLOHYDROLASE
CDS,none,GI:31794540,3724299,3724574,277,1,hypothetical protein
CDS,none,GI:31794541,3724571,3724828,259,1,hypothetical protein
CDS,none,GI:31794542,3724870,3726060,1192,1,POSSIBLE OXIDOREDUCTASE
CDS,none,GI:31794543,3726177,3726545,370,1,hypothetical protein
CDS,none,GI:31794544,3726542,3727093,553,-1,hypothetical protein
CDS,none,GI:31794545,3727100,3727681,583,-1,PROBABLE ATP/GTP-BINDING PROTEIN
CDS,none,GI:31794546,3727662,3728030,370,-1,hypothetical protein
CDS,none,GI:31794547,3728008,3728400,394,-1,hypothetical protein
CDS,none,GI:31794548,3728397,3731027,2632,-1,hypothetical protein
CDS,spoU,GI:31794549,3731263,3731727,466,1,PROBABLE tRNA/rRNA METHYLASE SPOU (tRNA/rRNA METHYLTRANSFERASE)
CDS,PE_PGRS51,GI:31794550,3732094,3733974,1882,1,PE-PGRS FAMILY PROTEIN
CDS,none,GI:31794551,3733975,3734619,646,-1,POSSIBLE OXIDOREDUCTASE
CDS,none,GI:31794552,3734618,3735052,436,1,hypothetical protein
CDS,dnaE2,GI:31794553,3735141,3738380,3241,-1,DNA polymerase III subunit alpha
CDS,none,GI:31794554,3738572,3739912,1342,1,hypothetical protein
CDS,otsB2,GI:31794555,3739954,3741129,1177,1,POSSIBLE TREHALOSE 6-PHOSPHATE PHOSPHATASE OTSB2 (TREHALOSE-PHOSPHATASE) (TPP)
CDS,echA18,GI:31794556,3741366,3742256,892,1,PROBABLE ENOYL-COA HYDRATASE ECHA18 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)
CDS,amiD,GI:31794557,3742261,3743688,1429,1,PROBABLE AMIDASE AMID (ACYLAMIDASE) (ACYLASE)
CDS,none,GI:31794558,3743796,3744449,655,1,hypothetical protein
CDS,none,GI:31794559,3744541,3745992,1453,-1,POSSIBLE CYCLASE
CDS,none,GI:31794560,3745997,3746887,892,-1,hypothetical protein
CDS,dxs2,GI:31794561,3746896,3748506,1612,-1,1-deoxy-D-xylulose-5-phosphate synthase
CDS,lytB1,GI:31794562,3748731,3749720,991,-1,PROBABLE LYTB-RELATED PROTEIN LYTB1
CDS,idsB,GI:31794563,3749720,3750772,1054,-1,POSSIBLE POLYPRENYL SYNTHETASE IDSB (POLYPRENYL TRANSFERASE) (POLYPRENYL DIPHOSPHATE SYNTHASE)
CDS,none,GI:31794564,3751526,3751918,394,-1,hypothetical protein
CDS,none,GI:31794565,3751918,3752226,310,-1,hypothetical protein
CDS,none,GI:31794566,3752375,3753079,706,1,POSSIBLE TRANSPOSASE
CDS,none,GI:31794567,3753069,3753746,679,1,POSSIBLE TRANSPOSASE
CDS,PE_PGRS52,GI:31794568,3753936,3756185,2251,1,PE-PGRS FAMILY PROTEIN
CDS,none,GI:31794569,3756256,3757128,874,-1,POSSIBLE DEHYDROGENASE
CDS,lpqD,GI:31794570,3757202,3757912,712,1,PROBABLE CONSERVED LIPOPROTEIN LPQD
CDS,acrA1,GI:31794571,3757958,3759910,1954,1,short chain dehydrogenase
CDS,cmaA1,GI:31794572,3759911,3760774,865,-1,CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 1 CMAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 1)
CDS,iunH,GI:31794573,3760798,3761724,928,1,PROBABLE NUCLEOSIDE HYDROLASE IUNH (PURINE NUCLEOSIDASE)
CDS,none,GI:31794574,3761779,3763362,1585,-1,hypothetical protein
CDS,none,GI:31794575,3763359,3763973,616,-1,hypothetical protein
CDS,none,GI:31794576,3764056,3764682,628,1,PROBABLE MEMBRANE PROTEIN
CDS,guaA,GI:31794577,3764838,3766415,1579,-1,bifunctional GMP synthase/glutamine amidotransferase protein
CDS,phyA,GI:31794578,3766427,3767335,910,-1,PROBABLE PHYTOENE SYNTHASE PHYA
CDS,idsA1,GI:31794579,3767364,3768443,1081,-1,PROBABLE MULTIFUNCTIONAL GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA1 (GGPP SYNTHETASE) (GGPPSASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE): DIMETHYLALLYLTRANSFERASE (PRENYLTRANSFERASE) (GERANYL-DIPHOSPHATE SYNTHASE) + GERANYLTRANSTRANSFERASE (FARNESYL-DIPH
CDS,none,GI:31794580,3768466,3769512,1048,1,hypothetical protein
CDS,none,GI:31794581,3769576,3770364,790,1,PROBABLE HYDROLASE
CDS,none,GI:31794582,3770379,3772739,2362,1,hypothetical protein
CDS,none,GI:31794583,3773467,3774519,1054,-1,CONSERVED HYPOTHETICAL PROTEIN [FIRST PART]
CDS,none,GI:31794584,3774890,3776491,1603,-1,hypothetical protein
CDS,none,GI:31794585,3776508,3777212,706,-1,hypothetical protein
CDS,none,GI:31794586,3777330,3777896,568,-1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31794587,3777958,3778845,889,1,PROBABLE DIOXYGENASE
CDS,none,GI:31794588,3778880,3779179,301,1,hypothetical protein
CDS,none,GI:31794589,3779176,3779586,412,1,hypothetical protein
CDS,choD,GI:31794590,3779619,3781355,1738,-1,PROBABLE CHOLESTEROL OXIDASE PRECURSOR CHOD (CHOLESTEROL-O2 OXIDOREDUCTASE)
CDS,guaB3,GI:31794591,3781411,3782538,1129,-1,inositol-5-monophosphate dehydrogenase
CDS,guaB2,GI:31794592,3782558,3784147,1591,-1,inositol-5-monophosphate dehydrogenase
CDS,none,GI:31794593,3784354,3784764,412,1,hypothetical protein
CDS,none,GI:31794594,3784774,3785673,901,-1,HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN
CDS,sigD,GI:31794595,3785666,3786304,640,-1,RNA polymerase sigma-70 factor
CDS,none,GI:31794596,3786322,3787149,829,-1,hypothetical protein
CDS,whiB3,GI:31794597,3787520,3787828,310,1,TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB3
CDS,groEL,GI:31794598,3787900,3789519,1621,-1,chaperonin GroEL
CDS,groES,GI:31794599,3789614,3789916,304,-1,co-chaperonin GroES
CDS,gcp,GI:31794600,3790183,3791217,1036,-1,PROBABLE O-SIALOGLYCOPROTEIN ENDOPEPTIDASE GCP (GLYCOPROTEASE)
CDS,rimI,GI:31794601,3791214,3791690,478,-1,PROBABLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMI (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S18)
CDS,none,GI:31794602,3791687,3792322,637,-1,hypothetical protein
CDS,none,GI:31794603,3792319,3792825,508,-1,hypothetical protein
CDS,alr,GI:31794604,3792822,3794048,1228,-1,alanine racemase
CDS,none,GI:31794605,3794342,3794704,364,-1,hypothetical protein
CDS,PPE57,GI:31794606,3794867,3795403,538,1,PPE FAMILY PROTEIN
